85426823,北京,11
93026067,重庆,1
90566308,深圳,1
59493469,重庆,1
68591587,香港,1
48131866,广州,1
17509439,上海,18
70206313,成都,1
19228607,null,1
17737749,成都,8
898638,上海,4
81706263,null,1
66419614,保定,9
269614,苏州,56
37533081,深圳,2
43299466,重庆,2
5347770,北京,2
53027804,上海,2
88370199,重庆,7
5538747,null,2
74901040,null,1
10346415,北京,14
81291439,四川,6
90514075,深圳,2
58889946,无锡,1
56085972,柔佛,2
91594154,null,3
621569,成都,6
31807130,北京,8
13093352,昆明,14
91609783,珠海,1
70783553,成都,6
19126469,成都,21
62855593,深圳,2
5738386,北京,1
52663513,重庆,3
17742933,重庆,2
19553292,北京,16
45167918,广州,3
56134945,null,1
65009359,HONG KONG,7
73534676,成都,9
19773328,青岛,2
60241454,焦作,1
58063636,上海,12
50533247,重庆,2
5280664,徐汇区,8
17377035,北京,12
19757803,湖北襄阳,5
63394118,北京,32
77452405,香港,3
65681974,海淀,6
719002,重庆,17
61519565,成都,8
10626570,鄂尔多斯,4
30372939,上海,17
92693913,广东广州,1
81908070,延边朝鲜族自治州,1
48255897,嘉兴,9
58066065,北京,1
86889120,成都,5
19114292,辽宁大连,8
63321717,湖南,3
62455370,潍坊,2
34287989,null,1
788127,深圳,2
17199105,上海,118
51679889,成都,2
52372203,九龙城区,1
5640203,北京,1
84797043,重庆垫江,3
19105957,苏州,2
44727389,武汉,3
17227269,北京,3
72161268,四川成都,4
75763277,null,
54296354,舟山,1
60907263,天津,2
51777694,黑龙江大庆,12
91793118,沈阳,2
17113912,Beijing,28
64360286,武汉,2
54079185,北京,5
62700521,上海,40
40909543,广东-佛山,3
43813231,null,2
30641605,广州,17
46479920,Los Angles,9
5595746,武汉,16
752631,重庆,2
70768313,汕头,5
72612471,null,3
19673456,北京,11
57960454,珠海,23
79333504,南京,6
64127463,null,4
38270988,临沂,1
63219662,长春,7
77299803,汕头,5
87561168,厦门,3
33254157,惠州,1
87121164,宁波,3
59922009,陕西,8
19208734,无锡,19
36088336,苏州,1
73487689,济南,1
91593764,杭州,3
5682574,广州,1
31086460,null,1
19167628,上海,31
30397714,沈阳,5
90615378,石家庄,1
61580427,成都,2
92152210,辽宁辽阳,2
81566404,北京,1
5212240,西安,2
17563460,天津,56
5135957,长宁区,3
17487471,北京,15
71847176,成都,4
68457309,深圳,1
90158730,成都,4
859352,佛山,52
5316733,北京,9
85150720,null,2
17396201,北京,12
58768181,null,1
17486806,null,6
17390078,武汉,7
90328707,南昌,1
271830,null,2
85033262,沈阳,43
84797135,苏州,1
50886199,昌平,2
62034291,苏州,1
10208330,魔都,4
480649,桂林,18
60161097,广西南宁,1
77871916,驻马店市,3
49867287,北京,4
36597817,常州,3
41576805,中山,1
49689430,北京,5
919848,无锡,6
63954730,南京,1
33447610,沈阳,3
19274457,西安,1
48672938,null,1
17260687,BJ,7
5325804,北京,9
5013332,北京,72
65298743,河北,1
68173909,北京,2
19023975,上海,5
42121975,武汉,2
70690707,广州,1
53937604,null,1
63714037,null,3
57372717,西安,2
5284783,南京,12
59633420,珠海,4
37601885,黑河市,1
49142393,南阳,1
7215598,广州,11
51452345,null,2
84872894,null,
86174001,null,3
80301815,武汉,1
35778930,江苏,1
72123310,淮安,4
40107088,北京,3
90362458,null,1
91492034,湘潭,1
34319795,成都,4
40818237,南京,6
60812689,深圳,1
40070722,阳江,2
17081222,无锡,1
80679206,null,1
58202979,上海,4
45858550,巴格马蒂,1
75359358,广州,4
78972740,吉林,4
89564633,张家界,2
35770133,上海,5
82987171,西安,2
17373622,北京,5
33721075,南京,16
412953,上海,4
5115078,北京,2
72923952,深圳,1
66420031,厦门,3
84462447,null,9
5386734,上海,7
44523874,嘉兴,1
161194,天津,43
88104570,河北,1
80046164,合肥,3
36466458,null,
83726414,惠州,1
49506545,威海,4
43550334,北京,9
73834998,武汉,1
50168789,null,1
34505389,佛山,6
55563025,揭阳,1
92755449,广州,3
80656825,null,4
5382433,南充,3
39519401,null,1
87497618,广东,1
43858556,北京,3
88232256,武汉,4
31252669,广州,8
5326139,广州,1
69919023,null,1
90348038,广州,2
93127246,长春,4
44852782,兰州,1
46651962,北京,1
36585118,柳州,1
934318,甘肃,6
38646721,广州,7
83737026,玉溪,2
78557619,北京,3
949904,郑州,6
708177,null,14
508729,包头,14
38113624,徐州,3
85796747,null,1
62877969,广州,1
54604493,null,1
59659904,杭州,1
19520813,深圳,1
55569243,重庆,1
83910338,南通,1
56617691,null,1
92867899,上海,3
82509142,null,1
49218122,null,3
80529853,北京,6
88369726,天津,1
47801879,台州,1
30039430,南京,1
90181987,石家庄,1
77518550,南宁,3
71595977,沈阳,1
71056028,null,1
17273131,佛山,9
61940408,重庆,2
65912940,广州,1
45074793,萍乡,3
79019255,太原,3
33018787,佛山,5
30790742,深圳,8
10959401,帝都,9
57098470,成都,3
86394501,null,1
36033558,null,6
86404480,宁波,1
10322424,中山,9
65025754,沈阳,5
78821641,广东,16
83104963,null,1
59398291,郑州,2
5622392,芜湖,3
151962,廈門,15
90327687,深圳,1
13005038,上海,1
46775087,成都,1
83038274,宁波,2
88518034,西安,7
46302795,天津,3
47940682,null,1
48883297,郑州,4
55939628,北京,9
60417377,昆明,5
56776637,深圳,2
392367,null,19
40815486,null,3
19607163,成都,5
45784759,成都,1
38354333,广州,1
91507535,null,12
5523922,上海,8
83958904,大连,1
51635593,上海,5
62131758,香港,4
69849261,泉州,2
942714,莲花,22
64288283,朝阳,1
17384309,北京,3
78438327,上海,6
55430749,兰州,2
75520360,null,1
63902285,null,1
69843297,上海,1
70693532,深圳,17
90100402,威海,1
11013249,沈阳,2
17601864,北京,16
13025588,福州,2
73605791,null,2
81346188,武汉市,17
10231591,南京,2
89615647,HN,1
13016761,null,5
31533816,河西,1
63958621,null,2
76571234,保定,1
70894970,丰台,1
19118100,null,2
58203392,沈阳,14
17661563,常州市,29
715676,天津,9
77987405,null,2
72478270,北京 朝阳,1
61320415,台州,1
92753577,null,1
5429980,北京,18
77955538,乌鲁木齐,2
78185265,null,1
36038960,杭州,2
17664590,上海,3
33453261,盐城,2
1384141737,成都,3
52922763,北京,5
46667621,北京,8
310663,无锡,27
39031060,null,1
63647687,null,2
37224659,石家庄,1
49761931,北京,1
1143811,常州,34
90588485,null,1
5365008,北京,4
59756857,null,2
82628783,西安,4
60149122,北京,4
19154219,北京,670
60719360,黄冈,20
79084024,广州,2
71169489,深圳,1
91475820,大连,2
79133772,上海,17
17425829,长春,4
697233,BJ,1
5043074,闵行区,2
78225933,郑州,2
33530651,常州,3
438791,天津市,21
19254316,广州,12
43296011,成都,2
43795552,重庆,5
31721015,null,1
16017828,上海,45
5130281,南京,2
879022,成都,3
17738670,成都,8
92992289,深圳,1
5714966,null,2
74305234,null,2
5301325,北京,2
136076,北京,11
68063553,宁波,1
5258844,南京,1
17492193,null,9
87914226,上海,5
64626375,深圳,3
46710942,青岛,1
59211164,杭州,11
5760897,南开区,2
30174955,成都,3
39593761,济南,3
74343756,合肥,3
19585003,成都,3
90213801,null,4
83929672,上海,20
84857206,null,3
76274598,上海,11
83316744,天津,2
72284334,深圳,2
17681544,西安,6
19315792,重庆,35
42667899,长沙,2
17727728,佛山,34
41156289,吉林,14
73479581,松原,4
32105155,null,2
47390394,北京,6
44735456,沈阳,5
232033,北京,13
58997893,null,1
17760648,深圳,26
76451532,背景,1
48669879,null,5
60051725,null,1
92320300,null,1
40539667,成都,14
475973,沈阳,59
34169277,苏州,5
5499608,东莞,6
5582389,null,1
90358007,兰州,1
89053534,昆明,3
47115552,厦门,3
19487376,武汉,9
38935413,郑州,4
71257828,成都,5
19101771,北京,19
19083005,广州,3
88950244,北京,4
67204491,西安,1
5169294,汕头,31
17596671,null,1
17739846,眉山,3
81965111,上海,1
93037474,null,1
71294663,广州,4
17055938,上海,5
63230246,太原,1
66735551,重庆,3
73302306,长沙,11
17348003,北京,2
49811780,null,1
61510386,null,4
81876031,天津,1
90194234,厦门,2
348070,GZ,4
42209273,上海,6
54654848,哈尔滨,5
52868018,深圳,1
93074744,成都,3
322610,北京,17
65997196,漳州,1
5168075,深圳,2
58690804,天津,8
72464959,上海,1
37374540,杨浦区,5
38173855,北京,2
91712068,null,1
454747,银川,2
204610,无锡,1
85396152,重庆,6
17088980,北京,5
65710057,null,1
75314242,厦门,1
74505037,null,3
868115,无锡,3
78948495,null,1
40242451,东莞,1
73905247,南京,1
80660556,济宁,5
74190630,宝鸡,8
74763116,茂名,3
78081936,金华,6
79854296,沈阳,1
10575841,青岛,1
73381754,杭州,1
19386501,北京,6
5704104,成都,1
67653115,null,2
30838134,厦门,1
85480459,上海,1
68036432,花都,1
5379258,null,3
38191657,沈阳,7
71529177,null,1
76050566,成都,22
48182863,成都,7
87008877,null,5
52530252,北京,5
17593985,张家口,2
70754294,北京,1
59426241,成都,7
67385427,沈阳,7
33753186,null,2
87193302,成都,1
5337298,M4,8
59958550,南京,2
45218346,天津,2
89604876,成都,13
84548969,北京,1
63720081,鞍山,5
33851523,郑州,3
92933786,佛山,1
51733335,佛山,1
19964170,乐山,4
19156374,null,2
17429103,上海,7
59086952,上海,2
57249194,宁波,1
71508068,衡水,1
85980935,新乡,6
179096,广州,22
91632402,北京,1
692201,北京,3
767763,南京,3
5252422,大连,3
5120155,杨浦区,4
83757417,null,28
55163971,null,1
655810,广州,9
78341735,成都,3
50612513,南通,7
70401736,null,1
33429926,null,5
75599650,北京,4
17118788,温州,4
90370583,东莞,2
5296447,上海,12
19066649,天津,5
76652591,株洲,6
61975824,佛山,1
69448165,广州,11
87656467,杭州,1
10247196,北京,6
177064,沈阳,5
5200316,广州,3
38813466,西安,1
37548220,南京,1
834433,北京,4
92990784,广州,1
54465720,null,1
19477852,佛山,4
19693210,null,1
78277969,北京,23
79542259,北京,2
71098331,null,3
30989167,武汉,10
91917492,成都,5
17260519,北京,1
5151098,南京,6
77126015,null,5
39189325,上海,1
16010965,沈阳,7
86902973,null,1
31590570,湛江,2
59141012,杭州,1
84743206,深圳,1
43059159,北京,2
73315691,帝都,8
79740648,null,1
