597471,35,2563.205,9
5142659,6,0.0,10
19563130,2,2415.773,10
5250892,6,2967.155,11
10130482,14,2310.211,11
764251,9,2415.773,11
10149267,5,2563.205,11
17477697,6,2563.205,12
1050604,5,2646.968,3
5347400,7,2563.205,3
849256,8,2907.835,4
55605334,23,2322.833,4
17402193,15,1249.901,6
17429735,6,2322.833,6
35143486,4,1489.638,6
10632957,4,1249.901,6
47596093,4,2699.889,7
80983486,23,2646.968,7
19383001,19,2563.205,8
5315017,2,2879.41,8
83678008,2,2646.968,8
49104401,8,2563.205,8
1038773,9,2525.758,8
18076845,18,1564.629,9
19622475,2,2907.835,9
75139859,18,2563.205,9
17502695,5,2453.824,10
19667244,8,2604.078,10
17473055,6,2604.078,10
19785712,6,2563.205,11
19427856,7,2916.106,11
51845876,3,2760.81,12
13109820,67,2563.205,1
13109820,67,2563.205,1
13109820,67,2563.205,1
140951,15,2563.205,2
19014378,16,1249.901,2
805633,40,2415.773,3
66147678,1,2907.835,4
57492560,2,2442.289,4
63781894,1,2175.628,5
86595527,5,2759.007,5
35143486,4,1489.638,6
17415504,20,2967.155,6
19767755,9,2710.322,6
19572939,4,2230.177,6
18076845,18,1564.629,7
17465397,10,1249.901,7
31730092,100,2322.833,7
1086618,22,2322.833,7
79746993,2,2879.41,7
17810324,12,2967.155,7
13058827,8,1316.394,7
43642735,6,2525.758,8
32017358,1,2506.464,8
5433498,4,2563.205,9
5121459,52,2825.013,9
30517568,3,2759.007,9
64573043,83,2907.835,10
64573043,83,2907.835,10
30414238,2,2797.184,10
86617406,7,2322.833,10
86617406,7,2322.833,10
86617406,7,2322.833,10
5350826,4,2322.833,10
86617406,7,2322.833,10
83803275,1,1249.901,11
87521311,83,2907.835,12
87521311,83,2907.835,12
19204656,100,2931.952,12
31324898,1,1607.433,1
37882030,7,3472.711,1
47840989,13,2051.989,1
47840989,13,2051.989,1
47840989,13,2051.989,1
47840989,13,2051.989,1
61246200,8,2646.968,3
61246200,8,2646.968,3
10221725,1,2825.013,3
1596028,9,2515.353,3
275710,31,2907.835,1
444267,22,2563.205,7
396615,13,2563.205,8
396615,13,2563.205,8
19055849,28,2142.878,8
532411,3,1258.002,10
294305,37,2604.078,10
624428,13,2415.773,11
633181,40,2415.773,4
766364,31,2604.078,4
380201,4,2796.143,4
19005883,48,2130.891,4
799727,98,1489.638,4
855165,15,2563.205,4
5206140,15,2563.205,5
19099419,20,3189.725,6
9609660,41,2907.835,7
5063195,6,2797.184,7
17275687,45,2563.205,7
17052720,9,2563.205,8
5142659,6,0.0,8
5142659,6,0.0,8
