9609660,41,0.0,9
853843,35,82.838,9
853843,35,0.0,9
245503,97,0.0,9
853843,35,103.08,9
148613,23,1171.895,9
636229,15,1129.887,9
802341,15,123.788,9
17370019,6,77.216,9
636229,15,1068.964,9
17090474,15,1675.518,10
17090474,15,1675.518,10
19436125,15,956.752,10
5210297,100,1176.09,10
853843,35,82.838,10
19436125,15,997.7,10
1038773,9,682.262,10
9609660,41,0.0,10
10017787,71,978.304,10
853843,35,0.0,10
5077147,5,1030.572,10
853843,35,82.838,10
853843,35,82.838,10
853843,35,0.0,10
17239410,18,1129.887,10
9609660,41,0.0,10
853843,35,0.0,10
853843,35,0.0,10
17137162,3,476.403,11
9609660,41,0.0,11
366605,45,0.0,11
19572939,4,606.612,11
9609660,41,0.0,11
17326205,53,0.0,11
366605,45,0.0,11
10158442,48,0.0,11
17326205,53,0.0,11
138833,100,255.041,11
10158442,48,0.0,11
17220563,32,242.439,12
311594,99,0.0,12
311594,99,0.0,12
10158442,48,0.0,12
10158442,48,77.849,12
17326205,53,162.974,12
10158442,48,0.0,12
17325063,8,40.931,12
10158442,48,0.0,12
17585526,15,815.169,12
366605,45,162.974,12
10158442,48,0.0,1
538337,34,1586.137,1
853843,35,0.0,1
17502695,5,1008.723,1
17337612,11,1316.059,1
17337612,11,1186.855,1
17251242,12,1547.356,1
10158442,48,0.0,1
16017828,48,0.0,1
19157458,15,0.0,1
10158442,48,25.894,1
245503,97,1.577,1
940322,19,1068.964,1
17156388,20,1173.51,1
19043671,25,78.725,2
5303993,5,1049.048,2
19043671,25,0.0,2
182403,40,1577.746,2
1058574,61,836.903,2
17090474,15,1675.518,2
9609660,41,0.0,2
738093,2,1068.964,3
17486279,2,123.788,3
19043671,25,68.062,3
17288336,2,163.734,3
853843,35,0.0,3
19328154,7,1348.483,3
853843,35,0.0,3
10158442,48,163.734,3
802341,15,0.0,3
19157458,15,117.75,3
19043671,25,0.0,3
802341,15,0.0,4
10158442,48,0.0,4
19157458,15,0.0,4
17288336,2,117.75,4
5203196,16,1547.356,4
13000756,5,222.641,4
10428647,10,82.838,4
13000756,5,273.561,4
330503,6,828.103,4
19157458,15,0.0,4
19763602,19,1568.886,4
853843,35,0.0,5
5567115,5,34.003,5
5567115,5,0.0,5
5567115,5,0.0,5
17736360,4,0.0,6
17325063,8,0.0,6
19892009,13,922.324,6
19892009,13,922.324,6
5086563,19,123.788,6
43860583,9,1577.746,6
1120770,5,682.262,6
17806393,21,1068.964,6
17806393,21,1068.964,6
17806393,21,1129.887,6
17806393,21,1068.964,6
853843,35,0.0,7
10428647,10,68.062,7
5550189,4,446.296,7
633695,55,582.123,7
19043671,25,123.788,7
9609660,41,0.0,7
47777550,3,1568.886,7
1060113,7,959.718,7
19944876,6,453.63,7
17101759,7,1547.309,7
19157458,15,0.0,7
56444848,5,123.788,7
5575960,8,549.525,7
17553951,11,1547.309,7
10158442,48,82.838,7
138833,100,359.916,7
5118298,2,117.75,8
253839,9,143.322,8
805633,40,1055.941,8
805633,40,1055.906,8
13005580,6,1738.672,8
13005580,6,1575.858,8
82485725,7,162.974,8
5189032,6,321.91,8
71295556,8,194.412,9
10158442,48,0.0,9
10158442,48,117.75,9
44628385,6,1049.048,9
17553951,11,1577.746,9
853843,35,0.0,9
17326205,53,0.0,9
17707974,49,0.0,9
337611,19,1068.964,9
48387014,63,1304.921,9
73649048,32,1068.964,9
10673706,9,856.204,9
56444848,5,78.725,9
73649048,32,1167.871,9
58690841,10,109.504,10
10158442,48,47.563,10
81472875,10,779.241,10
5623033,8,1025.318,10
17671087,100,1129.887,10
68364696,4,163.734,10
313661,12,183.577,10
17671087,100,1129.887,10
17209704,13,994.0,10
2457586,25,1690.278,11
17671087,100,1030.572,11
17671087,100,994.0,11
17671087,100,994.0,11
19204656,100,0.0,11
19204656,100,0.0,11
43261436,11,171.598,11
74175230,7,738.237,11
17364861,3,137.283,11
805633,40,1173.51,11
17256745,1,163.734,11
17317028,17,192.681,11
5623033,8,959.718,11
