19133517,10,997.758,10
17237732,4,340.103,10
17473101,9,605.714,10
485021,38,1210.716,10
19328154,7,337.32,10
19423611,3,658.882,12
413915,18,605.714,12
19080674,11,1168.525,2
5143712,5,642.58,5
766552,27,1210.716,6
185898,46,1467.746,6
86058979,1,1037.997,6
5169294,21,886.713,7
1496565,9,1426.727,8
1211607,25,1133.105,8
189460,97,205.164,9
48387014,63,1389.214,9
58912935,7,642.58,10
85396152,3,337.32,11
620033,5,980.759,12
420511,13,1467.746,1
5249082,12,1178.434,2
38768180,2,642.58,3
507488,7,1649.936,4
67417002,8,663.598,4
82400299,1,591.851,5
78777369,1,967.656,6
5002742,2,663.598,6
87392714,1,1210.716,6
636515,8,1068.383,7
19411757,4,523.62,7
59088766,5,476.447,7
88045628,4,663.598,8
224778,33,1427.831,10
47693329,17,1100.234,12
19571015,20,967.656,3
429514,3,1467.746,6
224778,33,1467.746,1
189282,16,340.103,7
441773,8,995.774,8
121136,17,997.758,9
366605,45,1210.716,10
434572,25,1467.746,10
753803,6,317.348,2
255759,3,340.103,5
5086563,19,1068.383,5
17144259,6,758.095,5
1060113,7,1426.727,6
1060113,7,1426.727,6
843158,48,780.475,6
131559,22,1467.746,7
17086295,7,340.103,8
5041499,13,758.095,9
