575593,75,1056.464,9
17239410,18,84.476,9
17239410,18,7.925,10
17275687,45,11.627,10
19436125,15,655.227,10
485021,38,1068.964,10
194672,15,71.663,10
17290872,23,7.925,10
17290872,23,7.925,10
17152962,15,7.925,10
17152962,15,32.289,10
131559,22,0.0,11
715064,38,35.844,11
161814,25,0.0,11
5041499,13,1945.878,11
17152962,15,0.0,11
940322,19,0.0,12
19088611,100,0.0,12
17305920,4,859.072,12
17305920,4,859.072,12
5162792,11,1462.892,12
17563593,22,1891.608,12
19088611,100,0.0,1
17337612,11,627.286,1
5161664,8,2.186,1
474425,12,0.0,1
19088611,100,0.0,2
17253671,82,0.0,2
17263867,7,1068.964,2
5613099,4,5.382,2
17362082,13,111.92,2
340146,96,0.0,3
19551495,4,0.0,3
20022465,8,52.783,3
5509330,3,1091.953,3
20022465,8,88.549,4
187977,6,7.925,4
1103497,2,1326.306,4
187977,6,7.925,4
5206140,15,0.0,4
161814,25,71.663,4
19667244,8,179.374,5
17253671,82,0.0,5
478086,51,15.266,5
340146,96,71.663,5
340146,96,71.663,5
1005997,17,0.0,5
19552714,6,365.221,5
1005997,17,0.0,5
17347287,18,80.51,5
17253671,82,30.926,5
478086,51,15.266,5
19030333,30,0.0,5
10219188,4,89.535,5
20022465,8,75.638,5
340146,96,0.0,5
19088611,100,0.0,5
17253671,82,0.0,5
340146,96,15.266,5
17569422,7,76.263,5
340146,96,15.266,6
19088611,100,15.266,6
17275687,45,35.844,6
9950683,24,0.0,7
17205145,7,0.0,7
64025873,6,1068.964,7
853843,35,1097.728,7
380201,4,1567.513,7
17770612,7,0.0,7
77990646,8,35.844,7
19767755,9,901.837,7
107507,94,0.0,7
17296263,1,0.0,8
17467502,23,0.0,8
70174873,4,98.263,8
107507,94,0.0,8
48387014,63,265.186,9
161814,25,0.0,9
10017787,71,658.31,9
187977,6,7.925,9
75322778,4,1040.423,9
19884296,11,502.374,9
17333723,6,179.374,9
19383001,19,0.0,9
107507,94,7.925,9
87706171,17,0.0,9
849256,8,1068.964,9
56641273,39,71.041,9
77990646,8,35.844,9
19436125,15,655.227,10
17253671,82,0.0,10
131225,27,98.263,10
131225,27,132.668,10
11062385,2,37.78,10
17730608,5,1068.964,10
43261436,11,1091.953,10
10222696,7,624.284,10
273294,9,37.78,10
56641273,39,0.0,10
56641273,39,35.844,10
5661040,40,1868.527,10
5536007,17,1945.878,10
17209704,13,0.0,10
10548739,5,71.041,11
17263867,7,1068.964,11
107507,94,35.844,11
17671087,100,0.0,11
19088611,100,7.925,11
45799518,65,583.033,11
17473055,6,98.263,11
19684935,6,43.141,11
17467502,23,50.802,11
56641273,39,32.289,11
17413934,9,1068.964,11
19088611,100,0.0,11
60374206,12,1057.8,11
17488473,25,7.925,11
19088611,100,15.266,11
17488473,25,7.925,11
17488473,25,7.925,11
17253671,82,15.266,11
77990646,8,35.844,11
5685656,8,1891.608,11
